STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_is,Information society indicator,ind_type,Individual type,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2010,,2.45,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2011,,3.10,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2012,,4.08,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2013,,3.85,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2014,,5.08,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2015,,5.94,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2016,,6.78,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2017,,8.13,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2018,,10.34,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2019,,15.14,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2010,,6.04,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2011,,7.37,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2012,,7.69,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2013,,8.99,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2014,,10.32,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2015,,10.60,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2016,,14.07,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2017,,15.38,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2018,,16.21,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU25,European Union - 25 countries (2004-2006),2010,,5.62,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2010,,5.30,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2011,,6.41,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2012,,6.77,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2013,,7.98,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2014,,9.16,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2015,,9.38,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2016,,12.51,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2017,,13.90,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2018,,14.80,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2010,,3.76,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2011,,4.69,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2012,,5.05,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2013,,5.93,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2014,,6.86,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2015,,7.02,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2016,,10.06,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2017,,11.80,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2018,,12.43,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2019,,15.07,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2010,,5.26,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2011,,6.36,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2012,,6.72,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2013,,7.93,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2014,,9.10,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2015,,9.32,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2016,,12.42,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2017,,13.79,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2018,,14.70,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2019,,17.01,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2010,,1.26,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2011,,2.44,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2012,,3.31,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2013,,3.08,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2014,,3.69,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2015,,3.94,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2016,,5.02,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2017,,6.26,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2018,,6.36,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2019,,8.93,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2010,,5.24,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2011,,6.40,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2012,,6.81,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2013,,9.00,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2014,,11.39,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2015,,10.01,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2016,,13.89,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2017,,14.52,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2018,,14.86,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2019,,16.52,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2010,,0.44,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2011,,1.07,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2012,,1.20,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2013,,1.62,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2014,,1.48,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2015,,1.76,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2016,,1.57,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2017,,1.54,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2018,,2.25,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2019,,2.40,,,,,
dataflow,ESTAT:ISOC_EC_IBUY(1.0),Internet purchases by individuals (2002-2019),A,Annual,I_BFOOD,Online purchases: Food/groceries,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HU,Hungary,2010,,1.23,,,,,
